frame,DetObj#,x,y,z,v,snr,noise
15,2,0.7123777866363525,2.1933963298797607,0.07123778015375137,0.07418501377105713,187,396
15,3,0.35618889331817627,1.3289449214935303,-1.8521822690963745,0.07418501377105713,187,396
16,0,0.059364814311265945,1.898756742477417,0.29682406783103943,0.0,219,607
16,1,0.0,4.996725082397461,0.15434852242469788,0.0,114,516
16,2,-0.18996740877628326,6.149815559387207,0.0,0.0,116,495
17,0,0.059364814311265945,1.898756742477417,0.29682406783103943,0.0,217,608
17,1,-0.18996740877628326,6.146880626678467,-0.18996740877628326,0.0,123,492
18,0,0.059364814311265945,1.898756742477417,0.29682406783103943,0.0,218,607
18,1,0.0,6.149815559387207,-0.18996740877628326,0.0,125,491
19,0,0.059364814311265945,1.898756742477417,0.29682406783103943,0.0,218,607
19,1,0.0,6.149815559387207,-0.18996740877628326,0.0,123,494
20,0,0.059364814311265945,1.898756742477417,0.29682406783103943,0.0,213,612
20,1,-0.15434852242469788,4.987180233001709,0.30869704484939575,0.0,115,515
20,2,-0.18996740877628326,6.146880626678467,-0.18996740877628326,0.0,127,492
21,0,0.059364814311265945,1.898756742477417,0.29682406783103943,0.0,204,600
22,0,1.9946576356887817,2.515449047088623,-4.32175874710083,0.0,136,469
22,1,4.487979888916016,2.2052478790283203,-1.9946576356887817,0.0,136,469
22,2,8.263582229614258,1.94808828830719,7.230633735656738,0.0,123,374
22,3,-9.569607734680176,3.9813899993896484,-5.888989448547363,0.0,144,367
23,0,6.886318206787109,5.843348979949951,6.542002201080322,0.0,125,342
23,1,1.602850079536438,5.183164119720459,-1.9590387344360352,-0.049456678330898285,124,378
